ShipmentNumber,ExceptionCode,ExceptionDescription,ExceptionCategory,SeverityCode,ExceptionStatus,ExceptionDateTime,ResolvedDateTime,DelayMinutesImpact,ResponsibleParty,Notes
SHP0007827,DAMG,Damaged Shipment,Damage,High,Closed,2025-06-17 09:51:53,2025-06-19 08:10:08,2167,Carrier,Shipment flagged for damage inspection.
SHP0007829,CAP,Capacity Constraint,Capacity,Medium,Closed,2025-02-01 17:47:53,2025-02-02 11:35:07,654,Carrier,Shipment delayed due to available trailer or dock capacity.
SHP0007830,MECH,Equipment Failure,Mechanical,High,Open,2025-03-03 08:19:29,,1154,Carrier,Equipment failure caused an operational delay.
SHP0007837,WX,Weather Delay,Weather,High,Closed,2025-09-14 19:58:41,2025-09-16 06:57:18,1333,Carrier,Shipment delayed because of weather conditions.
SHP0007842,DAMG,Damaged Shipment,Damage,High,Closed,2025-08-25 12:56:33,2025-08-26 19:44:56,1632,Carrier,Shipment flagged for damage inspection.
SHP0007843,DAMG,Damaged Shipment,Damage,High,Closed,2025-04-11 15:50:07,2025-04-12 22:19:23,1243,Carrier,Shipment flagged for damage inspection.
SHP0007844,ADDR,Address Issue,Address,Medium,Closed,2025-05-04 08:19:16,2025-05-05 17:57:56,1336,Customer,Delivery address requires correction or validation.
SHP0007849,WX,Weather Delay,Weather,High,Closed,2025-05-16 04:50:47,2025-05-16 19:48:43,545,Carrier,Shipment delayed because of weather conditions.
SHP0007850,DAMG,Damaged Shipment,Damage,High,Closed,2025-02-27 03:19:21,2025-03-01 07:00:30,2448,Carrier,Shipment flagged for damage inspection.
SHP0007851,WX,Weather Delay,Weather,High,Closed,2025-05-16 19:40:20,2025-05-17 18:05:26,836,Carrier,Shipment delayed because of weather conditions.
SHP0007854,DAMG,Damaged Shipment,Damage,High,Closed,2025-04-13 01:52:20,2025-04-14 04:15:52,1065,Carrier,Shipment flagged for damage inspection.
SHP0007859,MSCN,Missed Scan,Process,Medium,Closed,2025-09-29 12:29:26,2025-09-30 08:36:18,517,Operations,Expected scan was not captured on time.
SHP0007860,MSCN,Missed Scan,Process,Medium,Open,2025-08-27 06:21:04,,390,Operations,Expected scan was not captured on time.
SHP0007862,ADDR,Address Issue,Address,Medium,Open,2025-05-28 12:07:21,,1053,Customer,Delivery address requires correction or validation.
SHP0007864,DAMG,Damaged Shipment,Damage,High,Closed,2025-09-20 07:02:16,2025-09-21 17:56:52,1734,Carrier,Shipment flagged for damage inspection.
SHP0007867,CAP,Capacity Constraint,Capacity,Medium,Closed,2025-03-14 04:06:27,2025-03-14 20:23:06,842,Carrier,Shipment delayed due to available trailer or dock capacity.
SHP0007872,WX,Weather Delay,Weather,High,Closed,2025-04-18 15:21:25,2025-04-19 10:20:02,712,Carrier,Shipment delayed because of weather conditions.
SHP0007874,MECH,Equipment Failure,Mechanical,High,Closed,2025-04-13 07:33:24,2025-04-13 21:01:37,586,Carrier,Equipment failure caused an operational delay.
SHP0007879,CAP,Capacity Constraint,Capacity,Medium,Closed,2025-04-19 20:27:56,2025-04-20 09:04:49,200,Carrier,Shipment delayed due to available trailer or dock capacity.
SHP0007880,WX,Weather Delay,Weather,High,Closed,2025-05-13 03:01:46,2025-05-13 19:38:48,1017,Carrier,Shipment delayed because of weather conditions.
SHP0007887,ADDR,Address Issue,Address,Medium,Closed,2025-01-11 03:40:44,2025-01-12 01:08:06,1082,Customer,Delivery address requires correction or validation.
SHP0007890,WX,Weather Delay,Weather,High,Closed,2025-06-21 18:27:53,2025-06-22 04:16:26,963,Carrier,Shipment delayed because of weather conditions.
SHP0007891,CAP,Capacity Constraint,Capacity,Medium,Closed,2025-01-22 06:20:16,2025-01-22 06:36:55,111,Carrier,Shipment delayed due to available trailer or dock capacity.
SHP0007894,ADDR,Address Issue,Address,Medium,Closed,2025-07-04 00:09:39,2025-07-04 10:44:00,204,Customer,Delivery address requires correction or validation.
SHP0007895,WX,Weather Delay,Weather,High,Closed,2025-06-06 02:14:28,2025-06-06 23:05:33,1034,Carrier,Shipment delayed because of weather conditions.
SHP0007896,MECH,Equipment Failure,Mechanical,High,Closed,2025-01-10 05:30:38,2025-01-10 23:20:09,491,Carrier,Equipment failure caused an operational delay.
SHP0007899,MSCN,Missed Scan,Process,Medium,Closed,2025-03-02 01:31:47,2025-03-02 08:30:55,170,Operations,Expected scan was not captured on time.
SHP0007900,DAMG,Damaged Shipment,Damage,High,Closed,2025-04-01 09:31:36,2025-04-03 01:51:34,2329,Carrier,Shipment flagged for damage inspection.
SHP0007903,ADDR,Address Issue,Address,Medium,Closed,2025-04-27 03:58:12,2025-04-27 19:05:08,569,Customer,Delivery address requires correction or validation.
SHP0007907,DAMG,Damaged Shipment,Damage,High,Closed,2025-08-19 06:47:15,2025-08-20 00:12:18,632,Carrier,Shipment flagged for damage inspection.
SHP0007909,DAMG,Damaged Shipment,Damage,High,Closed,2025-01-22 14:13:49,2025-01-24 21:31:26,2710,Carrier,Shipment flagged for damage inspection.
SHP0007914,WX,Weather Delay,Weather,High,Closed,2025-01-11 12:50:03,2025-01-12 14:22:55,836,Carrier,Shipment delayed because of weather conditions.
SHP0007915,WX,Weather Delay,Weather,High,Closed,2025-06-08 19:54:17,2025-06-10 07:14:42,1474,Carrier,Shipment delayed because of weather conditions.
SHP0007916,ADDR,Address Issue,Address,Medium,Closed,2025-02-18 02:00:29,2025-02-18 08:23:51,231,Customer,Delivery address requires correction or validation.
SHP0007920,CAP,Capacity Constraint,Capacity,Medium,Open,2025-04-02 13:26:51,,846,Carrier,Shipment delayed due to available trailer or dock capacity.
SHP0007922,DAMG,Damaged Shipment,Damage,High,Closed,2025-04-13 19:39:55,2025-04-14 12:05:06,844,Carrier,Shipment flagged for damage inspection.
SHP0007923,MSCN,Missed Scan,Process,Medium,Closed,2025-03-25 08:14:45,2025-03-25 10:47:35,66,Operations,Expected scan was not captured on time.
SHP0007924,DAMG,Damaged Shipment,Damage,High,Closed,2025-05-11 20:04:47,2025-05-12 16:31:13,1207,Carrier,Shipment flagged for damage inspection.
SHP0007928,ADDR,Address Issue,Address,Medium,Closed,2025-06-15 03:37:05,2025-06-16 15:44:55,1420,Customer,Delivery address requires correction or validation.
SHP0007929,MSCN,Missed Scan,Process,Medium,Closed,2025-06-10 14:44:31,2025-06-11 05:42:35,205,Operations,Expected scan was not captured on time.
SHP0007933,WX,Weather Delay,Weather,High,Closed,2025-05-26 13:15:38,2025-05-27 09:45:11,904,Carrier,Shipment delayed because of weather conditions.
SHP0007935,ADDR,Address Issue,Address,Medium,Closed,2025-07-12 20:38:11,2025-07-13 07:15:44,554,Customer,Delivery address requires correction or validation.
SHP0007938,CAP,Capacity Constraint,Capacity,Medium,Closed,2025-07-23 11:29:02,2025-07-23 21:07:42,685,Carrier,Shipment delayed due to available trailer or dock capacity.
SHP0007939,WX,Weather Delay,Weather,High,Open,2025-08-08 23:17:15,,385,Carrier,Shipment delayed because of weather conditions.
SHP0007940,DAMG,Damaged Shipment,Damage,High,Closed,2025-03-12 12:47:32,2025-03-12 19:06:43,2739,Carrier,Shipment flagged for damage inspection.
SHP0007944,MSCN,Missed Scan,Process,Medium,Closed,2025-04-06 00:18:10,2025-04-06 03:59:25,162,Operations,Expected scan was not captured on time.
SHP0007947,DAMG,Damaged Shipment,Damage,High,Closed,2025-03-08 04:12:11,2025-03-09 00:25:51,1082,Carrier,Shipment flagged for damage inspection.
SHP0007948,WX,Weather Delay,Weather,High,Closed,2025-09-09 13:29:11,2025-09-10 08:38:35,1118,Carrier,Shipment delayed because of weather conditions.
SHP0007951,MECH,Equipment Failure,Mechanical,High,Closed,2025-02-14 15:57:17,2025-02-15 04:01:15,668,Carrier,Equipment failure caused an operational delay.
SHP0007955,DAMG,Damaged Shipment,Damage,High,Closed,2025-01-26 13:26:21,2025-01-27 03:35:43,417,Carrier,Shipment flagged for damage inspection.
SHP0007958,MSCN,Missed Scan,Process,Medium,Closed,2025-04-18 02:19:51,2025-04-18 06:30:24,231,Operations,Expected scan was not captured on time.
SHP0007959,DAMG,Damaged Shipment,Damage,High,Closed,2025-06-13 13:46:13,2025-06-14 19:14:58,1077,Carrier,Shipment flagged for damage inspection.
SHP0007962,WX,Weather Delay,Weather,High,Closed,2025-02-08 01:01:11,2025-02-09 02:57:32,1027,Carrier,Shipment delayed because of weather conditions.
SHP0007963,MECH,Equipment Failure,Mechanical,High,Closed,2025-07-08 03:27:24,2025-07-08 15:15:59,475,Carrier,Equipment failure caused an operational delay.
SHP0007966,MSCN,Missed Scan,Process,Medium,Closed,2025-02-19 12:43:21,2025-02-19 23:01:53,76,Operations,Expected scan was not captured on time.
SHP0007968,DAMG,Damaged Shipment,Damage,High,Closed,2025-02-17 18:58:33,2025-02-18 11:46:31,460,Carrier,Shipment flagged for damage inspection.
SHP0007969,ADDR,Address Issue,Address,Medium,Open,2025-02-27 20:49:51,,524,Customer,Delivery address requires correction or validation.
SHP0007971,ADDR,Address Issue,Address,Medium,Closed,2025-08-31 21:41:00,2025-09-02 00:56:15,947,Customer,Delivery address requires correction or validation.
SHP0007978,MSCN,Missed Scan,Process,Medium,Closed,2025-09-24 15:57:40,2025-09-24 22:41:15,127,Operations,Expected scan was not captured on time.
SHP0007980,MSCN,Missed Scan,Process,Medium,Closed,2025-07-12 03:58:11,2025-07-12 18:22:25,127,Operations,Expected scan was not captured on time.
SHP0007985,ADDR,Address Issue,Address,Medium,Closed,2025-06-07 11:41:49,2025-06-08 00:06:01,641,Customer,Delivery address requires correction or validation.
SHP0007987,DAMG,Damaged Shipment,Damage,High,Closed,2025-02-05 21:52:59,2025-02-08 05:25:23,2874,Carrier,Shipment flagged for damage inspection.
SHP0007989,WX,Weather Delay,Weather,High,Closed,2025-01-13 08:59:11,2025-01-14 02:21:49,281,Carrier,Shipment delayed because of weather conditions.
SHP0007990,MSCN,Missed Scan,Process,Medium,Closed,2025-07-25 18:09:06,2025-07-26 10:54:57,220,Operations,Expected scan was not captured on time.
SHP0007997,ADDR,Address Issue,Address,Medium,Closed,2025-09-02 01:54:59,2025-09-03 07:40:40,1039,Customer,Delivery address requires correction or validation.
SHP0008000,DAMG,Damaged Shipment,Damage,High,Closed,2025-06-06 07:52:25,2025-06-07 21:06:53,1737,Carrier,Shipment flagged for damage inspection.
SHP0008002,MSCN,Missed Scan,Process,Medium,Closed,2025-01-22 20:29:56,2025-01-23 04:17:22,196,Operations,Expected scan was not captured on time.
SHP0008009,MSCN,Missed Scan,Process,Medium,Closed,2025-06-29 10:02:13,2025-06-29 23:44:19,460,Operations,Expected scan was not captured on time.
SHP0008010,WX,Weather Delay,Weather,High,Closed,2025-08-05 03:28:57,2025-08-06 07:10:46,1565,Carrier,Shipment delayed because of weather conditions.
SHP0008012,MSCN,Missed Scan,Process,Medium,Closed,2025-06-30 13:11:14,2025-06-30 22:15:48,286,Operations,Expected scan was not captured on time.
SHP0008013,WX,Weather Delay,Weather,High,Closed,2025-03-26 09:12:06,2025-03-27 04:52:45,1025,Carrier,Shipment delayed because of weather conditions.
SHP0008014,DAMG,Damaged Shipment,Damage,High,Open,2025-01-23 17:28:31,,1574,Carrier,Shipment flagged for damage inspection.
SHP0008016,MECH,Equipment Failure,Mechanical,High,Closed,2025-09-12 23:17:51,2025-09-13 20:13:54,549,Carrier,Equipment failure caused an operational delay.
SHP0008018,ADDR,Address Issue,Address,Medium,Closed,2025-08-03 05:25:58,2025-08-03 19:26:20,225,Customer,Delivery address requires correction or validation.
SHP0008024,CAP,Capacity Constraint,Capacity,Medium,Closed,2025-07-14 08:50:29,2025-07-15 03:02:49,683,Carrier,Shipment delayed due to available trailer or dock capacity.
SHP0008026,ADDR,Address Issue,Address,Medium,Closed,2025-06-17 14:15:59,2025-06-18 20:13:37,949,Customer,Delivery address requires correction or validation.
SHP0008031,WX,Weather Delay,Weather,High,Closed,2025-06-09 08:09:10,2025-06-10 14:26:32,1613,Carrier,Shipment delayed because of weather conditions.
SHP0008032,MSCN,Missed Scan,Process,Medium,Closed,2025-02-03 13:14:52,2025-02-04 08:55:37,516,Operations,Expected scan was not captured on time.
SHP0008033,MSCN,Missed Scan,Process,Medium,Closed,2025-08-05 13:06:12,2025-08-06 02:47:11,84,Operations,Expected scan was not captured on time.
SHP0008035,MECH,Equipment Failure,Mechanical,High,Closed,2025-09-03 23:03:52,2025-09-04 16:30:10,617,Carrier,Equipment failure caused an operational delay.
SHP0008038,DAMG,Damaged Shipment,Damage,High,Closed,2025-05-31 14:47:16,2025-06-01 21:05:42,1118,Carrier,Shipment flagged for damage inspection.
SHP0008042,WX,Weather Delay,Weather,High,Closed,2025-05-06 03:30:40,2025-05-07 13:50:38,1423,Carrier,Shipment delayed because of weather conditions.
SHP0008044,ADDR,Address Issue,Address,Medium,Closed,2025-04-26 02:44:09,2025-04-26 19:02:05,604,Customer,Delivery address requires correction or validation.
SHP0008046,ADDR,Address Issue,Address,Medium,Closed,2025-07-06 06:16:15,2025-07-06 16:50:50,646,Customer,Delivery address requires correction or validation.
SHP0008047,CAP,Capacity Constraint,Capacity,Medium,Closed,2025-07-01 15:36:40,2025-07-02 12:12:52,468,Carrier,Shipment delayed due to available trailer or dock capacity.
SHP0008048,DAMG,Damaged Shipment,Damage,High,Closed,2025-06-05 21:51:30,2025-06-06 14:40:19,928,Carrier,Shipment flagged for damage inspection.
SHP0008054,WX,Weather Delay,Weather,High,Closed,2025-06-28 11:54:12,2025-06-29 11:47:36,991,Carrier,Shipment delayed because of weather conditions.
SHP0008057,ADDR,Address Issue,Address,Medium,Closed,2025-09-01 14:46:18,2025-09-02 20:19:13,1408,Customer,Delivery address requires correction or validation.
SHP0008059,WX,Weather Delay,Weather,High,Closed,2025-08-21 18:18:58,2025-08-22 19:26:34,1539,Carrier,Shipment delayed because of weather conditions.
SHP0008060,ADDR,Address Issue,Address,Medium,Closed,2025-02-04 21:54:13,2025-02-05 09:07:08,530,Customer,Delivery address requires correction or validation.
SHP0008065,WX,Weather Delay,Weather,High,Closed,2025-09-08 03:11:24,2025-09-09 09:22:51,1565,Carrier,Shipment delayed because of weather conditions.
SHP0008067,WX,Weather Delay,Weather,High,Closed,2025-07-13 19:33:21,2025-07-14 13:06:07,314,Carrier,Shipment delayed because of weather conditions.
SHP0008071,MECH,Equipment Failure,Mechanical,High,Closed,2025-02-09 06:24:36,2025-02-10 02:41:16,953,Carrier,Equipment failure caused an operational delay.
SHP0008073,WX,Weather Delay,Weather,High,Closed,2025-09-02 17:07:43,2025-09-04 02:42:46,1224,Carrier,Shipment delayed because of weather conditions.
SHP0008075,CAP,Capacity Constraint,Capacity,Medium,Closed,2025-05-04 19:39:05,2025-05-05 07:13:14,495,Carrier,Shipment delayed due to available trailer or dock capacity.
SHP0008076,MSCN,Missed Scan,Process,Medium,Closed,2025-08-08 09:35:33,2025-08-09 01:37:00,443,Operations,Expected scan was not captured on time.
SHP0008081,DAMG,Damaged Shipment,Damage,High,Closed,2025-04-30 12:29:49,2025-05-01 09:07:54,1112,Carrier,Shipment flagged for damage inspection.
SHP0008085,WX,Weather Delay,Weather,High,Closed,2025-08-20 15:45:54,2025-08-21 05:17:33,637,Carrier,Shipment delayed because of weather conditions.
SHP0008086,MECH,Equipment Failure,Mechanical,High,Closed,2025-02-12 16:30:57,2025-02-13 08:02:33,595,Carrier,Equipment failure caused an operational delay.
SHP0008087,DAMG,Damaged Shipment,Damage,High,Closed,2025-04-02 07:23:47,2025-04-04 05:18:57,1900,Carrier,Shipment flagged for damage inspection.
SHP0008095,WX,Weather Delay,Weather,High,Closed,2025-03-14 00:24:20,2025-03-15 07:42:28,1672,Carrier,Shipment delayed because of weather conditions.
SHP0008096,MSCN,Missed Scan,Process,Medium,Closed,2025-07-17 17:09:04,2025-07-18 02:03:26,327,Operations,Expected scan was not captured on time.
SHP0008098,MSCN,Missed Scan,Process,Medium,Closed,2025-08-21 03:44:43,2025-08-21 11:03:48,189,Operations,Expected scan was not captured on time.
SHP0008102,WX,Weather Delay,Weather,High,Closed,2025-04-09 20:02:34,2025-04-10 16:07:27,557,Carrier,Shipment delayed because of weather conditions.
SHP0008103,MECH,Equipment Failure,Mechanical,High,Closed,2025-04-12 10:21:50,2025-04-13 02:51:47,203,Carrier,Equipment failure caused an operational delay.
SHP0008104,DAMG,Damaged Shipment,Damage,High,Closed,2025-01-23 17:42:35,2025-01-26 01:05:15,2636,Carrier,Shipment flagged for damage inspection.
SHP0008109,WX,Weather Delay,Weather,High,Closed,2025-01-12 05:23:00,2025-01-13 11:57:00,1471,Carrier,Shipment delayed because of weather conditions.
SHP0008110,MSCN,Missed Scan,Process,Medium,Closed,2025-07-10 00:40:16,2025-07-10 14:03:18,319,Operations,Expected scan was not captured on time.
SHP0008111,MSCN,Missed Scan,Process,Medium,Closed,2025-03-02 08:25:11,2025-03-02 10:37:48,60,Operations,Expected scan was not captured on time.
SHP0008112,MECH,Equipment Failure,Mechanical,High,Closed,2025-04-13 14:18:09,2025-04-14 04:11:35,431,Carrier,Equipment failure caused an operational delay.
SHP0008115,ADDR,Address Issue,Address,Medium,Closed,2025-06-05 13:17:31,2025-06-06 18:28:39,1144,Customer,Delivery address requires correction or validation.
SHP0008121,WX,Weather Delay,Weather,High,Closed,2025-10-01 11:00:00,2025-10-02 10:34:11,891,Carrier,Shipment delayed because of weather conditions.
SHP0008123,MSCN,Missed Scan,Process,Medium,Closed,2025-09-30 10:25:47,2025-09-30 17:46:33,275,Operations,Expected scan was not captured on time.
SHP0008126,ADDR,Address Issue,Address,Medium,Open,2025-01-31 08:53:27,,910,Customer,Delivery address requires correction or validation.
SHP0008128,MSCN,Missed Scan,Process,Medium,Closed,2025-02-01 19:34:49,2025-02-02 02:47:06,289,Operations,Expected scan was not captured on time.
SHP0008129,DAMG,Damaged Shipment,Damage,High,Closed,2025-05-26 01:16:28,2025-05-26 22:03:39,1012,Carrier,Shipment flagged for damage inspection.
SHP0008130,DAMG,Damaged Shipment,Damage,High,Closed,2025-05-24 08:52:29,2025-05-24 23:00:31,383,Carrier,Shipment flagged for damage inspection.
SHP0008131,CAP,Capacity Constraint,Capacity,Medium,Closed,2025-07-30 11:53:58,2025-07-31 06:49:25,587,Carrier,Shipment delayed due to available trailer or dock capacity.
SHP0008134,DAMG,Damaged Shipment,Damage,High,Closed,2025-08-21 02:25:56,2025-08-22 18:52:38,1947,Carrier,Shipment flagged for damage inspection.
SHP0008137,MSCN,Missed Scan,Process,Medium,Closed,2025-08-10 03:10:49,2025-08-10 08:24:17,69,Operations,Expected scan was not captured on time.
SHP0008139,WX,Weather Delay,Weather,High,Closed,2025-05-25 03:52:07,2025-05-26 06:07:13,932,Carrier,Shipment delayed because of weather conditions.
SHP0008140,DAMG,Damaged Shipment,Damage,High,Closed,2025-02-13 13:00:13,2025-02-14 16:18:37,1411,Carrier,Shipment flagged for damage inspection.
SHP0008142,MSCN,Missed Scan,Process,Medium,Closed,2025-02-22 09:18:02,2025-02-22 23:22:23,250,Operations,Expected scan was not captured on time.
SHP0008143,WX,Weather Delay,Weather,High,Closed,2025-08-20 07:13:39,2025-08-21 06:40:19,1121,Carrier,Shipment delayed because of weather conditions.
SHP0008145,DAMG,Damaged Shipment,Damage,High,Closed,2025-06-17 21:04:04,2025-06-19 16:47:23,2180,Carrier,Shipment flagged for damage inspection.
SHP0008146,MSCN,Missed Scan,Process,Medium,Closed,2025-07-14 07:00:04,2025-07-14 23:46:01,466,Operations,Expected scan was not captured on time.
SHP0008153,DAMG,Damaged Shipment,Damage,High,Closed,2025-05-03 00:42:03,2025-05-04 17:43:19,1809,Carrier,Shipment flagged for damage inspection.
SHP0008155,ADDR,Address Issue,Address,Medium,Closed,2025-02-11 05:20:18,2025-02-12 03:08:17,1257,Customer,Delivery address requires correction or validation.
SHP0008157,ADDR,Address Issue,Address,Medium,Closed,2025-02-22 02:59:30,2025-02-23 08:20:51,1388,Customer,Delivery address requires correction or validation.
SHP0008159,WX,Weather Delay,Weather,High,Closed,2025-06-30 20:09:15,2025-07-02 10:26:20,1579,Carrier,Shipment delayed because of weather conditions.
SHP0008163,MSCN,Missed Scan,Process,Medium,Closed,2025-03-09 09:19:36,2025-03-09 17:01:50,286,Operations,Expected scan was not captured on time.
SHP0008164,MSCN,Missed Scan,Process,Medium,Closed,2025-05-03 10:02:06,2025-05-03 17:45:32,99,Operations,Expected scan was not captured on time.
SHP0008165,DAMG,Damaged Shipment,Damage,High,Closed,2025-07-27 15:19:58,2025-07-28 07:09:35,2506,Carrier,Shipment flagged for damage inspection.
SHP0008166,DAMG,Damaged Shipment,Damage,High,Closed,2025-05-03 14:38:06,2025-05-04 01:44:36,587,Carrier,Shipment flagged for damage inspection.
SHP0008168,CAP,Capacity Constraint,Capacity,Medium,Closed,2025-08-10 21:34:17,2025-08-11 02:35:37,244,Carrier,Shipment delayed due to available trailer or dock capacity.
SHP0008169,CAP,Capacity Constraint,Capacity,Medium,Closed,2025-05-20 18:57:58,2025-05-21 14:26:52,639,Carrier,Shipment delayed due to available trailer or dock capacity.
SHP0008170,MSCN,Missed Scan,Process,Medium,Closed,2025-07-28 15:09:30,2025-07-29 01:42:23,191,Operations,Expected scan was not captured on time.
SHP0008172,MSCN,Missed Scan,Process,Medium,Closed,2025-05-12 09:53:13,2025-05-12 19:49:35,356,Operations,Expected scan was not captured on time.
SHP0008173,MECH,Equipment Failure,Mechanical,High,Closed,2025-08-31 22:59:21,2025-09-01 05:04:34,243,Carrier,Equipment failure caused an operational delay.
SHP0008175,CAP,Capacity Constraint,Capacity,Medium,Closed,2025-02-12 18:47:26,2025-02-13 14:28:53,718,Carrier,Shipment delayed due to available trailer or dock capacity.
SHP0008179,ADDR,Address Issue,Address,Medium,Open,2025-01-08 19:05:04,,1122,Customer,Delivery address requires correction or validation.
SHP0008182,ADDR,Address Issue,Address,Medium,Closed,2025-04-25 22:13:01,2025-04-27 05:31:52,1351,Customer,Delivery address requires correction or validation.
SHP0008184,MECH,Equipment Failure,Mechanical,High,Closed,2025-02-07 01:15:11,2025-02-07 07:05:28,253,Carrier,Equipment failure caused an operational delay.
SHP0008187,WX,Weather Delay,Weather,High,Closed,2025-05-23 23:11:56,2025-05-24 18:41:40,385,Carrier,Shipment delayed because of weather conditions.
SHP0008188,WX,Weather Delay,Weather,High,Closed,2025-05-28 23:04:23,2025-05-30 03:40:01,1228,Carrier,Shipment delayed because of weather conditions.
SHP0008195,DAMG,Damaged Shipment,Damage,High,Closed,2025-05-24 00:57:08,2025-05-24 19:15:08,791,Carrier,Shipment flagged for damage inspection.
SHP0008197,MECH,Equipment Failure,Mechanical,High,Closed,2025-03-04 11:59:41,2025-03-05 14:23:48,1281,Carrier,Equipment failure caused an operational delay.
SHP0008199,MSCN,Missed Scan,Process,Medium,Closed,2025-04-22 01:46:25,2025-04-22 09:56:22,313,Operations,Expected scan was not captured on time.
SHP0008203,WX,Weather Delay,Weather,High,Closed,2025-02-10 20:35:46,2025-02-11 22:42:17,1398,Carrier,Shipment delayed because of weather conditions.
SHP0008212,CAP,Capacity Constraint,Capacity,Medium,Closed,2025-03-12 01:37:14,2025-03-12 12:20:12,424,Carrier,Shipment delayed due to available trailer or dock capacity.
SHP0008221,MSCN,Missed Scan,Process,Medium,Closed,2025-06-14 03:05:23,2025-06-14 06:08:24,120,Operations,Expected scan was not captured on time.
SHP0008223,DAMG,Damaged Shipment,Damage,High,Closed,2025-04-13 21:31:23,2025-04-14 13:27:24,807,Carrier,Shipment flagged for damage inspection.
SHP0008226,ADDR,Address Issue,Address,Medium,Closed,2025-03-13 18:17:11,2025-03-14 19:13:53,785,Customer,Delivery address requires correction or validation.
SHP0008232,ADDR,Address Issue,Address,Medium,Closed,2025-07-05 12:13:28,2025-07-06 19:53:57,1273,Customer,Delivery address requires correction or validation.
SHP0008234,CAP,Capacity Constraint,Capacity,Medium,Closed,2025-07-05 01:30:11,2025-07-05 13:08:58,747,Carrier,Shipment delayed due to available trailer or dock capacity.
SHP0008236,MECH,Equipment Failure,Mechanical,High,Closed,2025-05-28 04:05:21,2025-05-29 10:48:09,1247,Carrier,Equipment failure caused an operational delay.
SHP0008241,CAP,Capacity Constraint,Capacity,Medium,Closed,2025-02-03 03:24:34,2025-02-03 10:42:30,220,Carrier,Shipment delayed due to available trailer or dock capacity.
SHP0008243,ADDR,Address Issue,Address,Medium,Closed,2025-03-07 20:08:41,2025-03-08 08:43:51,216,Customer,Delivery address requires correction or validation.
SHP0008248,WX,Weather Delay,Weather,High,Closed,2025-04-06 16:09:17,2025-04-07 10:21:03,1153,Carrier,Shipment delayed because of weather conditions.
SHP0008250,WX,Weather Delay,Weather,High,Closed,2025-03-09 17:29:04,2025-03-10 08:25:13,714,Carrier,Shipment delayed because of weather conditions.
SHP0008251,CAP,Capacity Constraint,Capacity,Medium,Closed,2025-03-12 11:29:07,2025-03-12 22:56:09,599,Carrier,Shipment delayed due to available trailer or dock capacity.
SHP0008253,ADDR,Address Issue,Address,Medium,Closed,2025-07-23 03:29:16,2025-07-23 15:08:59,138,Customer,Delivery address requires correction or validation.
SHP0008255,CAP,Capacity Constraint,Capacity,Medium,Closed,2025-08-13 08:57:52,2025-08-14 03:18:19,540,Carrier,Shipment delayed due to available trailer or dock capacity.
SHP0008258,DAMG,Damaged Shipment,Damage,High,Closed,2025-04-23 03:24:19,2025-04-24 22:00:37,2612,Carrier,Shipment flagged for damage inspection.
SHP0008260,DAMG,Damaged Shipment,Damage,High,Closed,2025-07-05 16:33:57,2025-07-08 00:31:47,2767,Carrier,Shipment flagged for damage inspection.
SHP0008263,ADDR,Address Issue,Address,Medium,Closed,2025-06-08 22:45:35,2025-06-09 08:09:02,199,Customer,Delivery address requires correction or validation.
SHP0008269,MSCN,Missed Scan,Process,Medium,Closed,2025-01-30 15:30:03,2025-01-30 23:00:48,363,Operations,Expected scan was not captured on time.
SHP0008270,MSCN,Missed Scan,Process,Medium,Closed,2025-07-22 11:37:07,2025-07-22 19:25:06,56,Operations,Expected scan was not captured on time.
SHP0008271,MSCN,Missed Scan,Process,Medium,Closed,2025-04-29 06:00:45,2025-04-29 21:59:24,69,Operations,Expected scan was not captured on time.
SHP0008272,WX,Weather Delay,Weather,High,Closed,2025-07-19 09:00:43,2025-07-19 22:53:23,752,Carrier,Shipment delayed because of weather conditions.
SHP0008274,DAMG,Damaged Shipment,Damage,High,Closed,2025-05-31 16:08:19,2025-06-02 07:54:36,1992,Carrier,Shipment flagged for damage inspection.
SHP0008276,DAMG,Damaged Shipment,Damage,High,Closed,2025-03-30 11:08:39,2025-04-01 02:27:24,1874,Carrier,Shipment flagged for damage inspection.
SHP0008281,MSCN,Missed Scan,Process,Medium,Closed,2025-06-26 16:34:04,2025-06-27 06:33:01,236,Operations,Expected scan was not captured on time.
SHP0008284,DAMG,Damaged Shipment,Damage,High,Closed,2025-01-11 01:02:58,2025-01-13 01:22:12,2695,Carrier,Shipment flagged for damage inspection.
SHP0008287,MSCN,Missed Scan,Process,Medium,Closed,2025-02-01 16:42:27,2025-02-01 21:07:55,192,Operations,Expected scan was not captured on time.
SHP0008290,CAP,Capacity Constraint,Capacity,Medium,Closed,2025-01-17 10:46:33,2025-01-18 05:39:59,753,Carrier,Shipment delayed due to available trailer or dock capacity.
SHP0008294,MSCN,Missed Scan,Process,Medium,Closed,2025-09-12 09:55:00,2025-09-13 01:34:41,232,Operations,Expected scan was not captured on time.
SHP0008295,MSCN,Missed Scan,Process,Medium,Closed,2025-09-13 23:49:32,2025-09-14 13:24:56,475,Operations,Expected scan was not captured on time.
SHP0008297,WX,Weather Delay,Weather,High,Closed,2025-01-05 21:38:28,2025-01-06 22:32:19,1322,Carrier,Shipment delayed because of weather conditions.
