ShipmentNumber,EventSequenceNumber,StatusCode,StatusDescription,EventDateTime,LocationCode,ScanType,EventSource,ExceptionCode,Notes
SHP0008028,7,DELIVERED,Shipment delivered to customer.,2025-07-15 09:56:16,ORL_DEP,Delivery,Handheld,,
SHP0008029,1,CREATED,Shipment created in transportation management system.,2025-01-06 13:29:00,ABQ_HUB,System,TMS,,
SHP0008029,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-01-06 14:29:00,ABQ_HUB,System,TMS,,
SHP0008029,3,PICKED_UP,Shipment picked up from origin facility.,2025-01-06 20:33:27,ABQ_HUB,Scan,Handheld,,
SHP0008029,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-01-06 21:39:39,ABQ_HUB,Scan,Handheld,,
SHP0008029,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-01-07 00:25:54,DAL_DC,Scan,EDI,,
SHP0008029,6,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-01-07 04:26:04,DAL_DC,Scan,Handheld,,
SHP0008029,7,DELIVERED,Shipment delivered to customer.,2025-01-07 08:44:39,DAL_DC,Delivery,Handheld,,
SHP0008030,1,CREATED,Shipment created in transportation management system.,2025-08-11 06:55:00,DEN_DC,System,TMS,,
SHP0008030,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-08-11 07:55:00,DEN_DC,System,TMS,,
SHP0008030,3,PICKED_UP,Shipment picked up from origin facility.,2025-08-12 02:24:14,DEN_DC,Scan,Handheld,,
SHP0008030,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-08-12 03:27:23,DEN_DC,Scan,Handheld,,
SHP0008030,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-08-12 04:17:18,KC_DEP,Scan,EDI,,
SHP0008030,6,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-08-12 16:13:56,KC_DEP,Scan,Handheld,,
SHP0008030,7,DELIVERED,Shipment delivered to customer.,2025-08-12 19:19:41,KC_DEP,Delivery,Handheld,,
SHP0008031,1,CREATED,Shipment created in transportation management system.,2025-06-08 12:43:00,PHX_DC,System,TMS,,
SHP0008031,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-06-08 13:43:00,PHX_DC,System,TMS,,
SHP0008031,3,PICKED_UP,Shipment picked up from origin facility.,2025-06-09 08:11:05,PHX_DC,Scan,Handheld,,
SHP0008031,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-06-09 10:20:36,PHX_DC,Scan,Handheld,,
SHP0008031,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-06-09 05:48:13,LAS_HUB,Scan,EDI,,
SHP0008031,6,WEATHER_HOLD,Shipment delayed because of weather conditions.,2025-06-09 08:09:10,PHX_DC,Alert,CarrierEDI,WX,Shipment delayed because of weather conditions.
SHP0008031,7,RESOLVED,Shipment exception resolved.,2025-06-10 14:26:32,LAS_HUB,System,TMS,WX,Exception closed and shipment released.
SHP0008031,8,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-06-10 12:32:11,LAS_HUB,Scan,Handheld,,
SHP0008031,9,DELIVERED,Shipment delivered to customer.,2025-06-10 15:51:01,LAS_HUB,Delivery,Handheld,,
SHP0008032,1,CREATED,Shipment created in transportation management system.,2025-02-03 05:15:00,LAS_HUB,System,TMS,,
SHP0008032,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-02-03 06:15:00,LAS_HUB,System,TMS,,
SHP0008032,3,PICKED_UP,Shipment picked up from origin facility.,2025-02-03 14:17:19,LAS_HUB,Scan,Handheld,,
SHP0008032,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-02-03 17:03:36,LAS_HUB,Scan,Handheld,,
SHP0008032,5,MISSED_SCAN_ALERT,Expected scan was not captured on time.,2025-02-03 13:14:52,DEN_DC,Alert,CarrierEDI,MSCN,Expected scan was not captured on time.
SHP0008032,6,RESOLVED,Shipment exception resolved.,2025-02-04 08:55:37,DEN_DC,System,TMS,MSCN,Exception closed and shipment released.
SHP0008032,7,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-02-04 06:53:50,DEN_DC,Scan,Handheld,,
SHP0008032,8,DELIVERED,Shipment delivered to customer.,2025-02-04 10:29:55,DEN_DC,Delivery,Handheld,,
SHP0008033,1,CREATED,Shipment created in transportation management system.,2025-08-05 13:44:00,ATL_HUB,System,TMS,,
SHP0008033,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-08-05 14:44:00,ATL_HUB,System,TMS,,
SHP0008033,3,PICKED_UP,Shipment picked up from origin facility.,2025-08-05 18:15:25,ATL_HUB,Scan,Handheld,,
SHP0008033,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-08-05 20:30:58,ATL_HUB,Scan,Handheld,,
SHP0008033,5,MISSED_SCAN_ALERT,Expected scan was not captured on time.,2025-08-05 13:06:12,ORL_DEP,Alert,CarrierEDI,MSCN,Expected scan was not captured on time.
SHP0008033,6,RESOLVED,Shipment exception resolved.,2025-08-06 02:47:11,ORL_DEP,System,TMS,MSCN,Exception closed and shipment released.
SHP0008033,7,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-08-06 01:29:06,ORL_DEP,Scan,Handheld,,
SHP0008033,8,DELIVERED,Shipment delivered to customer.,2025-08-06 04:26:50,ORL_DEP,Delivery,Handheld,,
SHP0008034,1,CREATED,Shipment created in transportation management system.,2025-05-02 11:02:00,SLC_HUB,System,TMS,,
SHP0008034,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-05-02 12:02:00,SLC_HUB,System,TMS,,
SHP0008034,3,PICKED_UP,Shipment picked up from origin facility.,2025-05-03 05:02:39,SLC_HUB,Scan,Handheld,,
SHP0008034,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-05-03 06:36:31,SLC_HUB,Scan,Handheld,,
SHP0008034,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-05-03 09:23:48,DEN_DC,Scan,EDI,,
SHP0008034,6,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-05-03 18:23:55,DEN_DC,Scan,Handheld,,
SHP0008034,7,DELIVERED,Shipment delivered to customer.,2025-05-03 20:28:16,DEN_DC,Delivery,Handheld,,
SHP0008035,1,CREATED,Shipment created in transportation management system.,2025-09-03 16:45:00,ATL_HUB,System,TMS,,
SHP0008035,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-09-03 17:45:00,ATL_HUB,System,TMS,,
SHP0008035,3,PICKED_UP,Shipment picked up from origin facility.,2025-09-04 04:34:01,ATL_HUB,Scan,Handheld,,
SHP0008035,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-09-04 06:44:54,ATL_HUB,Scan,Handheld,,
SHP0008035,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-09-04 06:34:19,ORL_DEP,Scan,EDI,,
SHP0008035,6,EQUIPMENT_BREAKDOWN,Equipment failure caused an operational delay.,2025-09-03 23:03:52,ATL_HUB,Alert,CarrierEDI,MECH,Equipment failure caused an operational delay.
SHP0008035,7,RESOLVED,Shipment exception resolved.,2025-09-04 16:30:10,ORL_DEP,System,TMS,MECH,Exception closed and shipment released.
SHP0008035,8,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-09-04 17:02:55,ORL_DEP,Scan,Handheld,,
SHP0008035,9,DELIVERED,Shipment delivered to customer.,2025-09-04 21:51:56,ORL_DEP,Delivery,Handheld,,
SHP0008036,1,CREATED,Shipment created in transportation management system.,2025-08-02 12:02:00,HOU_HUB,System,TMS,,
SHP0008036,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-08-02 13:02:00,HOU_HUB,System,TMS,,
SHP0008036,3,PICKED_UP,Shipment picked up from origin facility.,2025-08-03 07:23:35,HOU_HUB,Scan,Handheld,,
SHP0008036,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-08-03 08:46:41,HOU_HUB,Scan,Handheld,,
SHP0008036,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-08-03 12:08:54,ATL_HUB,Scan,EDI,,
SHP0008036,6,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-08-03 13:58:55,ATL_HUB,Scan,Handheld,,
SHP0008036,7,DELIVERED,Shipment delivered to customer.,2025-08-03 19:11:46,ATL_HUB,Delivery,Handheld,,
SHP0008037,1,CREATED,Shipment created in transportation management system.,2025-09-25 14:59:00,DEN_DC,System,TMS,,
SHP0008037,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-09-25 15:59:00,DEN_DC,System,TMS,,
SHP0008037,3,PICKED_UP,Shipment picked up from origin facility.,2025-09-25 20:16:32,DEN_DC,Scan,Handheld,,
SHP0008037,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-09-25 21:54:08,DEN_DC,Scan,Handheld,,
SHP0008037,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-09-25 23:50:45,KC_DEP,Scan,EDI,,
SHP0008037,6,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-09-26 02:22:34,KC_DEP,Scan,Handheld,,
SHP0008037,7,DELIVERED,Shipment delivered to customer.,2025-09-26 06:51:08,KC_DEP,Delivery,Handheld,,
SHP0008038,1,CREATED,Shipment created in transportation management system.,2025-05-31 02:04:00,DAL_DC,System,TMS,,
SHP0008038,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-05-31 03:04:00,DAL_DC,System,TMS,,
SHP0008038,3,PICKED_UP,Shipment picked up from origin facility.,2025-05-31 13:51:28,DAL_DC,Scan,Handheld,,
SHP0008038,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-05-31 16:14:41,DAL_DC,Scan,Handheld,,
SHP0008038,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-05-31 21:51:16,CHI_DC,Scan,EDI,,
SHP0008038,6,DAMAGE_REPORTED,Shipment flagged for damage inspection.,2025-05-31 14:47:16,DAL_DC,Alert,CarrierEDI,DAMG,Shipment flagged for damage inspection.
SHP0008038,7,RESOLVED,Shipment exception resolved.,2025-06-01 21:05:42,CHI_DC,System,TMS,DAMG,Exception closed and shipment released.
SHP0008038,8,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-06-01 17:04:36,CHI_DC,Scan,Handheld,,
SHP0008038,9,DELIVERED,Shipment delivered to customer.,2025-06-01 22:33:05,CHI_DC,Delivery,Handheld,,
SHP0008039,1,CREATED,Shipment created in transportation management system.,2025-02-09 01:07:00,PHX_DC,System,TMS,,
SHP0008039,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-02-09 02:07:00,PHX_DC,System,TMS,,
SHP0008039,3,PICKED_UP,Shipment picked up from origin facility.,2025-02-09 14:33:50,PHX_DC,Scan,Handheld,,
SHP0008039,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-02-09 15:54:21,PHX_DC,Scan,Handheld,,
SHP0008039,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-02-09 12:36:45,LAX_DC,Scan,EDI,,
SHP0008039,6,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-02-09 13:58:55,LAX_DC,Scan,Handheld,,
SHP0008039,7,DELIVERED,Shipment delivered to customer.,2025-02-09 17:51:58,LAX_DC,Delivery,Handheld,,
SHP0008040,1,CREATED,Shipment created in transportation management system.,2025-03-03 23:01:00,LAX_DC,System,TMS,,
SHP0008040,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-03-04 00:01:00,LAX_DC,System,TMS,,
SHP0008040,3,PICKED_UP,Shipment picked up from origin facility.,2025-03-04 03:28:11,LAX_DC,Scan,Handheld,,
SHP0008040,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-03-04 06:08:58,LAX_DC,Scan,Handheld,,
SHP0008040,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-03-04 10:20:09,SLC_HUB,Scan,EDI,,
SHP0008040,6,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-03-04 11:56:38,SLC_HUB,Scan,Handheld,,
SHP0008040,7,DELIVERED,Shipment delivered to customer.,2025-03-04 13:34:17,SLC_HUB,Delivery,Handheld,,
SHP0008041,1,CREATED,Shipment created in transportation management system.,2025-04-27 15:10:00,DEN_DC,System,TMS,,
SHP0008041,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-04-27 16:10:00,DEN_DC,System,TMS,,
SHP0008041,3,PICKED_UP,Shipment picked up from origin facility.,2025-04-27 20:46:00,DEN_DC,Scan,Handheld,,
SHP0008041,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-04-27 21:43:21,DEN_DC,Scan,Handheld,,
SHP0008041,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-04-28 02:57:21,KC_DEP,Scan,EDI,,
SHP0008041,6,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-04-28 10:38:31,KC_DEP,Scan,Handheld,,
SHP0008041,7,DELIVERED,Shipment delivered to customer.,2025-04-28 15:50:02,KC_DEP,Delivery,Handheld,,
SHP0008042,1,CREATED,Shipment created in transportation management system.,2025-05-05 07:34:00,CHI_DC,System,TMS,,
SHP0008042,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-05-05 08:34:00,CHI_DC,System,TMS,,
SHP0008042,3,PICKED_UP,Shipment picked up from origin facility.,2025-05-06 00:16:22,CHI_DC,Scan,Handheld,,
SHP0008042,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-05-06 01:14:09,CHI_DC,Scan,Handheld,,
SHP0008042,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-05-06 13:33:40,ATL_HUB,Scan,EDI,,
SHP0008042,6,WEATHER_HOLD,Shipment delayed because of weather conditions.,2025-05-06 03:30:40,CHI_DC,Alert,CarrierEDI,WX,Shipment delayed because of weather conditions.
SHP0008042,7,RESOLVED,Shipment exception resolved.,2025-05-07 13:50:38,ATL_HUB,System,TMS,WX,Exception closed and shipment released.
SHP0008042,8,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-05-07 12:03:52,ATL_HUB,Scan,Handheld,,
SHP0008042,9,DELIVERED,Shipment delivered to customer.,2025-05-07 17:31:23,ATL_HUB,Delivery,Handheld,,
SHP0008043,1,CREATED,Shipment created in transportation management system.,2025-04-26 06:59:00,DEN_DC,System,TMS,,
SHP0008043,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-04-26 07:59:00,DEN_DC,System,TMS,,
SHP0008043,3,PICKED_UP,Shipment picked up from origin facility.,2025-04-26 10:46:44,DEN_DC,Scan,Handheld,,
SHP0008043,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-04-26 12:10:28,DEN_DC,Scan,Handheld,,
SHP0008043,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-04-26 16:08:46,KC_DEP,Scan,EDI,,
SHP0008043,6,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-04-26 21:09:39,KC_DEP,Scan,Handheld,,
SHP0008043,7,DELIVERED,Shipment delivered to customer.,2025-04-27 01:20:39,KC_DEP,Delivery,Handheld,,
SHP0008044,1,CREATED,Shipment created in transportation management system.,2025-04-25 17:21:00,DAL_DC,System,TMS,,
SHP0008044,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-04-25 18:21:00,DAL_DC,System,TMS,,
SHP0008044,3,PICKED_UP,Shipment picked up from origin facility.,2025-04-26 03:50:03,DAL_DC,Scan,Handheld,,
SHP0008044,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-04-26 04:39:06,DAL_DC,Scan,Handheld,,
SHP0008044,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-04-26 08:54:51,DEN_DC,Scan,EDI,,
SHP0008044,6,ADDRESS_REVIEW,Delivery address requires correction or validation.,2025-04-26 02:44:09,DEN_DC,Alert,CarrierEDI,ADDR,Delivery address requires correction or validation.
SHP0008044,7,RESOLVED,Shipment exception resolved.,2025-04-26 19:02:05,DEN_DC,System,TMS,ADDR,Exception closed and shipment released.
SHP0008044,8,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-04-26 20:24:40,DEN_DC,Scan,Handheld,,
SHP0008044,9,DELIVERED,Shipment delivered to customer.,2025-04-26 23:13:12,DEN_DC,Delivery,Handheld,,
SHP0008045,1,CREATED,Shipment created in transportation management system.,2025-07-19 01:22:00,SLC_HUB,System,TMS,,
SHP0008045,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-07-19 02:22:00,SLC_HUB,System,TMS,,
SHP0008045,3,PICKED_UP,Shipment picked up from origin facility.,2025-07-19 10:24:35,SLC_HUB,Scan,Handheld,,
SHP0008045,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-07-19 12:11:38,SLC_HUB,Scan,Handheld,,
SHP0008045,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-07-19 13:03:50,DEN_DC,Scan,EDI,,
SHP0008045,6,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-07-19 18:44:10,DEN_DC,Scan,Handheld,,
SHP0008045,7,DELIVERED,Shipment delivered to customer.,2025-07-19 22:14:17,DEN_DC,Delivery,Handheld,,
SHP0008046,1,CREATED,Shipment created in transportation management system.,2025-07-05 17:38:00,PHX_DC,System,TMS,,
SHP0008046,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-07-05 18:38:00,PHX_DC,System,TMS,,
SHP0008046,3,PICKED_UP,Shipment picked up from origin facility.,2025-07-06 02:24:03,PHX_DC,Scan,Handheld,,
SHP0008046,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-07-06 04:16:37,PHX_DC,Scan,Handheld,,
SHP0008046,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-07-06 05:02:18,ABQ_HUB,Scan,EDI,,
SHP0008046,6,ADDRESS_REVIEW,Delivery address requires correction or validation.,2025-07-06 06:16:15,ABQ_HUB,Alert,CarrierEDI,ADDR,Delivery address requires correction or validation.
SHP0008046,7,RESOLVED,Shipment exception resolved.,2025-07-06 16:50:50,ABQ_HUB,System,TMS,ADDR,Exception closed and shipment released.
SHP0008046,8,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-07-06 18:23:32,ABQ_HUB,Scan,Handheld,,
SHP0008046,9,DELIVERED,Shipment delivered to customer.,2025-07-06 20:04:04,ABQ_HUB,Delivery,Handheld,,
SHP0008047,1,CREATED,Shipment created in transportation management system.,2025-07-01 11:52:00,ABQ_HUB,System,TMS,,
SHP0008047,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-07-01 12:52:00,ABQ_HUB,System,TMS,,
SHP0008047,3,PICKED_UP,Shipment picked up from origin facility.,2025-07-01 18:27:32,ABQ_HUB,Scan,Handheld,,
SHP0008047,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-07-01 21:27:07,ABQ_HUB,Scan,Handheld,,
SHP0008047,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-07-02 01:58:39,DAL_DC,Scan,EDI,,
SHP0008047,6,CAPACITY_DELAY,Shipment delayed due to available trailer or dock capacity.,2025-07-01 15:36:40,ABQ_HUB,Alert,CarrierEDI,CAP,Shipment delayed due to available trailer or dock capacity.
SHP0008047,7,RESOLVED,Shipment exception resolved.,2025-07-02 12:12:52,DAL_DC,System,TMS,CAP,Exception closed and shipment released.
SHP0008047,8,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-07-02 12:27:04,DAL_DC,Scan,Handheld,,
SHP0008047,9,DELIVERED,Shipment delivered to customer.,2025-07-02 14:17:01,DAL_DC,Delivery,Handheld,,
SHP0008048,1,CREATED,Shipment created in transportation management system.,2025-06-05 03:25:00,DEN_DC,System,TMS,,
SHP0008048,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-06-05 04:25:00,DEN_DC,System,TMS,,
SHP0008048,3,PICKED_UP,Shipment picked up from origin facility.,2025-06-05 13:06:36,DEN_DC,Scan,Handheld,,
SHP0008048,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-06-05 14:42:48,DEN_DC,Scan,Handheld,,
SHP0008048,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-06-05 20:08:22,KC_DEP,Scan,EDI,,
SHP0008048,6,DAMAGE_REPORTED,Shipment flagged for damage inspection.,2025-06-05 21:51:30,DEN_DC,Alert,CarrierEDI,DAMG,Shipment flagged for damage inspection.
SHP0008048,7,RESOLVED,Shipment exception resolved.,2025-06-06 14:40:19,KC_DEP,System,TMS,DAMG,Exception closed and shipment released.
SHP0008048,8,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-06-06 11:30:27,KC_DEP,Scan,Handheld,,
SHP0008048,9,DELIVERED,Shipment delivered to customer.,2025-06-06 16:33:27,KC_DEP,Delivery,Handheld,,
SHP0008049,1,CREATED,Shipment created in transportation management system.,2025-04-05 20:37:00,ABQ_HUB,System,TMS,,
SHP0008049,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-04-05 21:37:00,ABQ_HUB,System,TMS,,
SHP0008049,3,PICKED_UP,Shipment picked up from origin facility.,2025-04-06 10:30:33,ABQ_HUB,Scan,Handheld,,
SHP0008049,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-04-06 11:56:59,ABQ_HUB,Scan,Handheld,,
SHP0008049,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-04-06 22:49:07,DAL_DC,Scan,EDI,,
SHP0008049,6,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-04-06 22:00:11,DAL_DC,Scan,Handheld,,
SHP0008049,7,DELIVERED,Shipment delivered to customer.,2025-04-07 02:39:57,DAL_DC,Delivery,Handheld,,
SHP0008050,1,CREATED,Shipment created in transportation management system.,2025-07-04 09:13:00,DEN_DC,System,TMS,,
SHP0008050,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-07-04 10:13:00,DEN_DC,System,TMS,,
SHP0008050,3,PICKED_UP,Shipment picked up from origin facility.,2025-07-04 22:50:18,DEN_DC,Scan,Handheld,,
SHP0008050,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-07-05 01:10:52,DEN_DC,Scan,Handheld,,
SHP0008050,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-07-05 18:19:20,SEA_DC,Scan,EDI,,
SHP0008050,6,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-07-05 21:24:38,SEA_DC,Scan,Handheld,,
SHP0008050,7,DELIVERED,Shipment delivered to customer.,2025-07-06 01:16:06,SEA_DC,Delivery,Handheld,,
SHP0008051,1,CREATED,Shipment created in transportation management system.,2025-03-29 17:25:00,PHX_DC,System,TMS,,
SHP0008051,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-03-29 18:25:00,PHX_DC,System,TMS,,
SHP0008051,3,PICKED_UP,Shipment picked up from origin facility.,2025-03-30 00:46:45,PHX_DC,Scan,Handheld,,
SHP0008051,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-03-30 02:20:22,PHX_DC,Scan,Handheld,,
SHP0008051,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-03-29 20:56:26,LAS_HUB,Scan,EDI,,
SHP0008051,6,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-03-29 21:59:26,LAS_HUB,Scan,Handheld,,
SHP0008051,7,DELIVERED,Shipment delivered to customer.,2025-03-30 03:11:20,LAS_HUB,Delivery,Handheld,,
SHP0008052,1,CREATED,Shipment created in transportation management system.,2025-06-12 04:35:00,LAS_HUB,System,TMS,,
SHP0008052,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-06-12 05:35:00,LAS_HUB,System,TMS,,
SHP0008052,3,PICKED_UP,Shipment picked up from origin facility.,2025-06-12 18:08:23,LAS_HUB,Scan,Handheld,,
SHP0008052,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-06-12 20:07:48,LAS_HUB,Scan,Handheld,,
SHP0008052,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-06-13 03:59:28,DEN_DC,Scan,EDI,,
SHP0008052,6,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-06-13 02:09:54,DEN_DC,Scan,Handheld,,
SHP0008052,7,DELIVERED,Shipment delivered to customer.,2025-06-13 07:29:31,DEN_DC,Delivery,Handheld,,
SHP0008053,1,CREATED,Shipment created in transportation management system.,2025-05-29 08:05:00,CHI_DC,System,TMS,,
SHP0008053,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-05-29 09:05:00,CHI_DC,System,TMS,,
SHP0008053,3,PICKED_UP,Shipment picked up from origin facility.,2025-05-29 14:54:29,CHI_DC,Scan,Handheld,,
SHP0008053,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-05-29 16:29:19,CHI_DC,Scan,Handheld,,
SHP0008053,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-05-29 18:35:22,ATL_HUB,Scan,EDI,,
SHP0008053,6,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-05-30 00:52:17,ATL_HUB,Scan,Handheld,,
SHP0008053,7,DELIVERED,Shipment delivered to customer.,2025-05-30 04:47:51,ATL_HUB,Delivery,Handheld,,
SHP0008054,1,CREATED,Shipment created in transportation management system.,2025-06-28 05:04:00,ATL_HUB,System,TMS,,
SHP0008054,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-06-28 06:04:00,ATL_HUB,System,TMS,,
SHP0008054,3,PICKED_UP,Shipment picked up from origin facility.,2025-06-28 13:47:36,ATL_HUB,Scan,Handheld,,
SHP0008054,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-06-28 16:16:17,ATL_HUB,Scan,Handheld,,
SHP0008054,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-06-28 16:23:54,ORL_DEP,Scan,EDI,,
SHP0008054,6,WEATHER_HOLD,Shipment delayed because of weather conditions.,2025-06-28 11:54:12,ATL_HUB,Alert,CarrierEDI,WX,Shipment delayed because of weather conditions.
SHP0008054,7,RESOLVED,Shipment exception resolved.,2025-06-29 11:47:36,ORL_DEP,System,TMS,WX,Exception closed and shipment released.
SHP0008054,8,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-06-29 10:38:23,ORL_DEP,Scan,Handheld,,
SHP0008054,9,DELIVERED,Shipment delivered to customer.,2025-06-29 14:47:11,ORL_DEP,Delivery,Handheld,,
SHP0008055,1,CREATED,Shipment created in transportation management system.,2025-04-28 00:14:00,PHX_DC,System,TMS,,
SHP0008055,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-04-28 01:14:00,PHX_DC,System,TMS,,
SHP0008055,3,PICKED_UP,Shipment picked up from origin facility.,2025-04-28 16:26:21,PHX_DC,Scan,Handheld,,
SHP0008055,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-04-28 19:11:30,PHX_DC,Scan,Handheld,,
SHP0008055,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-04-29 07:22:03,DAL_DC,Scan,EDI,,
SHP0008055,6,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-04-29 10:21:11,DAL_DC,Scan,Handheld,,
SHP0008055,7,DELIVERED,Shipment delivered to customer.,2025-04-29 13:36:11,DAL_DC,Delivery,Handheld,,
SHP0008056,1,CREATED,Shipment created in transportation management system.,2025-07-01 10:09:00,LAS_HUB,System,TMS,,
SHP0008056,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-07-01 11:09:00,LAS_HUB,System,TMS,,
SHP0008056,3,PICKED_UP,Shipment picked up from origin facility.,2025-07-01 21:54:04,LAS_HUB,Scan,Handheld,,
SHP0008056,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-07-01 23:33:50,LAS_HUB,Scan,Handheld,,
